code,name,name_en,name_acr,full_name,full_name_en,code_name,province_code
822,Chợ Gạo,Cho Gao,cg,Huyện Chợ Gạo,Cho Gao District,chogao,82
823,Gò Công Tây,Go Cong Tay,gct,Huyện Gò Công Tây,Go Cong Tay District,gocongtay,82
824,Gò Công Đông,Go Cong Dong,gcd,Huyện Gò Công Đông,Go Cong Dong District,gocongdong,82
825,Tân Phú Đông,Tan Phu Dong,tpd,Huyện Tân Phú Đông,Tan Phu Dong District,tanphudong,82
829,Bến Tre,Ben Tre,bt,Thành phố Bến Tre,Ben Tre City,bentre,83
831,Châu Thành,Chau Thanh,ct,Huyện Châu Thành,Chau Thanh District,chauthanh,83
832,Chợ Lách,Cho Lach,cl,Huyện Chợ Lách,Cho Lach District,cholach,83
833,Mỏ Cày Nam,Mo Cay Nam,mcn,Huyện Mỏ Cày Nam,Mo Cay Nam District,mocaynam,83
834,Giồng Trôm,Giong Trom,gt,Huyện Giồng Trôm,Giong Trom District,giongtrom,83
835,Bình Đại,Binh Dai,bd,Huyện Bình Đại,Binh Dai District,binhdai,83
836,Ba Tri,Ba Tri,bt,Huyện Ba Tri,Ba Tri District,batri,83
837,Thạnh Phú,Thanh Phu,tp,Huyện Thạnh Phú,Thanh Phu District,thanhphu,83
838,Mỏ Cày Bắc,Mo Cay Bac,mcb,Huyện Mỏ Cày Bắc,Mo Cay Bac District,mocaybac,83
842,Trà Vinh,Tra Vinh,tv,Thành phố Trà Vinh,Tra Vinh City,travinh,84
844,Càng Long,Cang Long,cl,Huyện Càng Long,Cang Long District,canglong,84
845,Cầu Kè,Cau Ke,ck,Huyện Cầu Kè,Cau Ke District,cauke,84
846,Tiểu Cần,Tieu Can,tc,Huyện Tiểu Cần,Tieu Can District,tieucan,84
847,Châu Thành,Chau Thanh,ct,Huyện Châu Thành,Chau Thanh District,chauthanh,84
848,Cầu Ngang,Cau Ngang,cn,Huyện Cầu Ngang,Cau Ngang District,caungang,84
849,Trà Cú,Tra Cu,tc,Huyện Trà Cú,Tra Cu District,tracu,84
850,Duyên Hải,Duyen Hai,dh,Huyện Duyên Hải,Duyen Hai District,duyenhai,84
851,Duyên Hải,Duyen Hai,dh,Thị xã Duyên Hải,Duyen Hai Town,duyenhai,84
855,Vĩnh Long,Vinh Long,vl,Thành phố Vĩnh Long,Vinh Long City,vinhlong,86
857,Long Hồ,Long Ho,lh,Huyện Long Hồ,Long Ho District,longho,86
858,Mang Thít,Mang Thit,mt,Huyện Mang Thít,Mang Thit District,mangthit,86
859,Vũng Liêm,Vung Liem,vl,Huyện Vũng Liêm,Vung Liem District,vungliem,86
860,Tam Bình,Tam Binh,tb,Huyện Tam Bình,Tam Binh District,tambinh,86
861,Bình Minh,Binh Minh,bm,Thị xã Bình Minh,Binh Minh Town,binhminh,86
862,Trà Ôn,Tra On,to,Huyện Trà Ôn,Tra On District,traon,86
863,Bình Tân,Binh Tan,bt,Huyện Bình Tân,Binh Tan District,binhtan,86
866,Cao Lãnh,Cao Lanh,cl,Thành phố Cao Lãnh,Cao Lanh City,caolanh,87
867,Sa Đéc,Sa Dec,sd,Thành phố Sa Đéc,Sa Dec City,sadec,87
868,Hồng Ngự,Hong Ngu,hn,Thành phố Hồng Ngự,Hong Ngu City,hongngu,87
869,Tân Hồng,Tan Hong,th,Huyện Tân Hồng,Tan Hong District,tanhong,87
870,Hồng Ngự,Hong Ngu,hn,Huyện Hồng Ngự,Hong Ngu District,hongngu,87
871,Tam Nông,Tam Nong,tn,Huyện Tam Nông,Tam Nong District,tamnong,87
872,Tháp Mười,Thap Muoi,tm,Huyện Tháp Mười,Thap Muoi District,thapmuoi,87
873,Cao Lãnh,Cao Lanh,cl,Huyện Cao Lãnh,Cao Lanh District,caolanh,87
874,Thanh Bình,Thanh Binh,tb,Huyện Thanh Bình,Thanh Binh District,thanhbinh,87
875,Lấp Vò,Lap Vo,lv,Huyện Lấp Vò,Lap Vo District,lapvo,87
876,Lai Vung,Lai Vung,lv,Huyện Lai Vung,Lai Vung District,laivung,87
877,Châu Thành,Chau Thanh,ct,Huyện Châu Thành,Chau Thanh District,chauthanh,87
883,Long Xuyên,Long Xuyen,lx,Thành phố Long Xuyên,Long Xuyen City,longxuyen,89
884,Châu Đốc,Chau Doc,cd,Thành phố Châu Đốc,Chau Doc City,chaudoc,89
886,An Phú,An Phu,ap,Huyện An Phú,An Phu District,anphu,89
887,Tân Châu,Tan Chau,tc,Thị xã Tân Châu,Tan Chau Town,tanchau,89
888,Phú Tân,Phu Tan,pt,Huyện Phú Tân,Phu Tan District,phutan,89
889,Châu Phú,Chau Phu,cp,Huyện Châu Phú,Chau Phu District,chauphu,89
890,Tịnh Biên,Tinh Bien,tb,Thị xã Tịnh Biên,Tinh Bien Town,tinhbien,89
891,Tri Tôn,Tri Ton,tt,Huyện Tri Tôn,Tri Ton District,triton,89
892,Châu Thành,Chau Thanh,ct,Huyện Châu Thành,Chau Thanh District,chauthanh,89
893,Chợ Mới,Cho Moi,cm,Huyện Chợ Mới,Cho Moi District,chomoi,89
894,Thoại Sơn,Thoai Son,ts,Huyện Thoại Sơn,Thoai Son District,thoaison,89
899,Rạch Giá,Rach Gia,rg,Thành phố Rạch Giá,Rach Gia City,rachgia,91
900,Hà Tiên,Ha Tien,ht,Thành phố Hà Tiên,Ha Tien City,hatien,91
902,Kiên Lương,Kien Luong,kl,Huyện Kiên Lương,Kien Luong District,kienluong,91
903,Hòn Đất,Hon Dat,hd,Huyện Hòn Đất,Hon Dat District,hondat,91
904,Tân Hiệp,Tan Hiep,th,Huyện Tân Hiệp,Tan Hiep District,tanhiep,91
905,Châu Thành,Chau Thanh,ct,Huyện Châu Thành,Chau Thanh District,chauthanh,91
906,Giồng Riềng,Giong Rieng,gr,Huyện Giồng Riềng,Giong Rieng District,giongrieng,91
907,Gò Quao,Go Quao,gq,Huyện Gò Quao,Go Quao District,goquao,91
908,An Biên,An Bien,ab,Huyện An Biên,An Bien District,anbien,91
909,An Minh,An Minh,am,Huyện An Minh,An Minh District,anminh,91
910,Vĩnh Thuận,Vinh Thuan,vt,Huyện Vĩnh Thuận,Vinh Thuan District,vinhthuan,91
911,Phú Quốc,Phu Quoc,pq,Thành phố Phú Quốc,Phu Quoc City,phuquoc,91
912,Kiên Hải,Kien Hai,kh,Huyện Kiên Hải,Kien Hai District,kienhai,91
913,U Minh Thượng,U Minh Thuong,umt,Huyện U Minh Thượng,U Minh Thuong District,uminhthuong,91
914,Giang Thành,Giang Thanh,gt,Huyện Giang Thành,Giang Thanh District,giangthanh,91
916,Ninh Kiều,Ninh Kieu,nk,Quận Ninh Kiều,Ninh Kieu District,ninhkieu,92
917,Ô Môn,O Mon,om,Quận Ô Môn,O Mon District,omon,92
918,Bình Thuỷ,Binh Thuy,bt,Quận Bình Thuỷ,Binh Thuy District,binhthuy,92
919,Cái Răng,Cai Rang,cr,Quận Cái Răng,Cai Rang District,cairang,92
923,Thốt Nốt,Thot Not,tn,Quận Thốt Nốt,Thot Not District,thotnot,92
924,Vĩnh Thạnh,Vinh Thanh,vt,Huyện Vĩnh Thạnh,Vinh Thanh District,vinhthanh,92
925,Cờ Đỏ,Co Do,cd,Huyện Cờ Đỏ,Co Do District,codo,92
926,Phong Điền,Phong Dien,pd,Huyện Phong Điền,Phong Dien District,phongdien,92
927,Thới Lai,Thoi Lai,tl,Huyện Thới Lai,Thoi Lai District,thoilai,92
930,Vị Thanh,Vi Thanh,vt,Thành phố Vị Thanh,Vi Thanh City,vithanh,93
931,Ngã Bảy,Nga Bay,nb,Thành phố Ngã Bảy,Nga Bay City,ngabay,93
932,Châu Thành A,Chau Thanh A,cta,Huyện Châu Thành A,Chau Thanh A District,chauthanha,93
933,Châu Thành,Chau Thanh,ctb,Huyện Châu Thành,Chau Thanh District,chauthanh,93
934,Phụng Hiệp,Phung Hiep,ph,Huyện Phụng Hiệp,Phung Hiep District,phunghiep,93
935,Vị Thuỷ,Vi Thuy,vt,Huyện Vị Thuỷ,Vi Thuy District,vithuy,93
936,Long Mỹ,Long My,lm,Huyện Long Mỹ,Long My District,longmy,93
937,Long Mỹ,Long My,lm,Thị xã Long Mỹ,Long My Town,longmy,93
941,Sóc Trăng,Soc Trang,st,Thành phố Sóc Trăng,Soc Trang City,soctrang,94
942,Châu Thành,Chau Thanh,ct,Huyện Châu Thành,Chau Thanh District,chauthanh,94
943,Kế Sách,Ke Sach,ks,Huyện Kế Sách,Ke Sach District,kesach,94
944,Mỹ Tú,My Tu,mt,Huyện Mỹ Tú,My Tu District,mytu,94
945,Cù Lao Dung,Cu Lao Dung,cld,Huyện Cù Lao Dung,Cu Lao Dung District,culaodung,94
946,Long Phú,Long Phu,lp,Huyện Long Phú,Long Phu District,longphu,94
947,Mỹ Xuyên,My Xuyen,mx,Huyện Mỹ Xuyên,My Xuyen District,myxuyen,94
948,Ngã Năm,Nga Nam,nn,Thị xã Ngã Năm,Nga Nam Town,nganam,94
949,Thạnh Trị,Thanh Tri,tt,Huyện Thạnh Trị,Thanh Tri District,thanhtri,94
950,Vĩnh Châu,Vinh Chau,vc,Thị xã Vĩnh Châu,Vinh Chau Town,vinhchau,94
951,Trần Đề,Tran De,td,Huyện Trần Đề,Tran De District,trande,94
954,Bạc Liêu,Bac Lieu,bl,Thành phố Bạc Liêu,Bac Lieu City,baclieu,95
956,Hồng Dân,Hong Dan,hd,Huyện Hồng Dân,Hong Dan District,hongdan,95
957,Phước Long,Phuoc Long,pl,Huyện Phước Long,Phuoc Long District,phuoclong,95
958,Vĩnh Lợi,Vinh Loi,vl,Huyện Vĩnh Lợi,Vinh Loi District,vinhloi,95
959,Giá Rai,Gia Rai,gr,Thị xã Giá Rai,Gia Rai Town,giarai,95
960,Đông Hải,Dong Hai,dh,Huyện Đông Hải,Dong Hai District,donghai,95
961,Hoà Bình,Hoa Binh,hb,Huyện Hoà Bình,Hoa Binh District,hoabinh,95
964,Cà Mau,Ca Mau,cm,Thành phố Cà Mau,Ca Mau City,camau,96
966,U Minh,U Minh,um,Huyện U Minh,U Minh District,uminh,96
967,Thới Bình,Thoi Binh,tb,Huyện Thới Bình,Thoi Binh District,thoibinh,96
968,Trần Văn Thời,Tran Van Thoi,tvt,Huyện Trần Văn Thời,Tran Van Thoi District,tranvanthoi,96
969,Cái Nước,Cai Nuoc,cn,Huyện Cái Nước,Cai Nuoc District,cainuoc,96
970,Đầm Dơi,Dam Doi,dd,Huyện Đầm Dơi,Dam Doi District,damdoi,96
971,Năm Căn,Nam Can,nc,Huyện Năm Căn,Nam Can District,namcan,96
972,Phú Tân,Phu Tan,pt,Huyện Phú Tân,Phu Tan District,phutan,96
973,Ngọc Hiển,Ngoc Hien,nh,Huyện Ngọc Hiển,Ngoc Hien District,ngochien,96
